№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
2 315;1155038007684;07.12.2015;9;19.02.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;30;27;17;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (19.02.2024).;;262 559 000;181 687 000;85 140 000;;;117 257 000;108 994 000;77 915 000;;;105 992 000;95 794 000;64 586 000;;;262 557 000;148 316 000;80 016 000;;;
2 316;1211600030531;19.04.2021;4;27.03.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;117;213;;;Прекратило деятельность при присоединении (27.03.2023).;;;85 491 000;666 714 000;;;;57 503 000;633 105 000;;;;50 682 000;428 734 000;;;;85 491 000;666 403 000;;;
2 317;1127232062979;09.11.2012;12;26.09.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;16;17;3;2;;Прекратило деятельность при присоединении (26.09.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";40 597 000;46 296 000;20 570 000;18 591 000;;77 907 000;73 668 000;70 629 000;71 497 000;;53 826 000;5 066 000;1 678 000;1 994 000;;35 293 000;41 570 000;20 570 000;18 530 000;;
2 318;1196313092403;25.11.2019;5;07.10.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;25;30;7;;;Ликвидировано (07.10.2022).;;103 969 000;166 534 000;;;;41 994 000;129 801 000;;;;63 704 000;193 132 000;;;;103 966 000;162 054 000;;;;
2 319;1177031086484;31.10.2017;7;23.10.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;24;16;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (23.10.2023).;;80 610 000;47 773 000;;;;27 956 000;4 134 000;;;;26 397 000;2 154 000;;;;79 765 000;47 773 000;;;;
2 320;5157746084777;24.11.2015;9;15.04.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;86;57;35;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (15.04.2024).;;51 885 000;32 974 000;;;;4 736 000;4 187 000;;;;5 982 000;5 467 000;;;;50 735 000;32 725 000;;;;
2 321;1117847022248;27.01.2011;14;04.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;1;1;42;42;;Ликвидировано (04.12.2024).;;;;19 833 227 000;193 194 000;;1 000;1 000;15 899 961 000;263 813 000;;119 000;119 000;4 701 353 000;252 228 000;;;;19 530 606 000;193 194 000;;
2 322;1217700609411;13.12.2021;3;24.10.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;;42;42;;Ликвидировано (24.10.2024).;;;;650 934 000;352 462 000;;;10 000;503 691 000;251 133 000;;;;326 185 000;167 412 000;;;;624 516 000;324 162 000;;
2 323;1177847406736;18.12.2017;7;18.04.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;48;17;6;2;;Прекратило деятельность при присоединении (18.04.2024).;;982 690 000;260 518 000;22 553 000;2 771 000;;278 735 000;127 021 000;133 769 000;131 830 000;;276 820 000;122 572 000;128 428 000;126 383 000;;980 257 000;260 202 000;22 548 000;2 771 000;;
2 324;5147746309266;05.11.2014;10;07.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;24;21;19;19;16;Прекратило деятельность при присоединении (07.03.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";281 572 000;223 264 000;260 442 000;253 944 000;;105 702 000;95 596 000;59 483 000;44 918 000;;89 603 000;87 653 000;56 149 000;89 472 000;;271 206 000;201 950 000;188 122 000;170 991 000;;
2 325;1196820005095;25.06.2019;6;11.05.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;13;18;18;;;Ликвидировано (11.05.2023).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";6 952 000;57 802 000;53 624 000;;;2 690 000;7 435 000;51 000;;;1 850 000;2 711 000;;;;6 952 000;57 802 000;53 624 000;;;
2 326;1227700446907;26.07.2022;3;06.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;;3;20;22;Прекратило деятельность при присоединении (06.02.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";;;71 410 000;471 931 000;;;;30 021 000;51 291 000;;;;12 338 000;6 752 000;;;;71 077 000;471 637 000;;
2 327;1193850038733;19.12.2019;5;15.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;18;18;17;14;12;Прекратило деятельность при присоединении (15.04.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";51 919 000;58 048 000;50 301 000;50 580 000;39 100 000;1 901 000;3 252 000;3 076 000;3 487 000;448 000;1 653 000;1 221 000;543 000;677 000;121 000;51 919 000;58 048 000;50 301 000;50 580 000;39 054 000;6 000
2 328;1207700493110;23.12.2020;4;18.03.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;1;2;17;20;;Прекратило деятельность при присоединении (18.03.2024).;"""Реестр перевозчиков зерна""";;294 305 000;10 314 424 000;4 394 405 000;;;285 996 000;2 605 802 000;1 732 288 000;;;279 100 000;1 082 841 000;9 113 000;;;118 328 000;8 518 773 000;4 357 243 000;;
2 329;1127746337905;27.04.2012;13;11.03.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;35;31;;;;Прекратило деятельность при присоединении (11.03.2022).;;41 283 000;35 869 000;;;;7 021 000;6 363 000;;;;474 000;523 000;;;;41 212 000;35 743 000;;;;
2 330;1206600072172;18.12.2020;4;21.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;1;21;22;16;5;Ликвидировано (21.05.2025).;;;554 401 000;774 245 000;781 973 000;528 449 000;;39 173 000;49 156 000;57 379 000;1 052 000;;38 357 000;47 652 000;55 565 000;552 000;;553 394 000;771 809 000;776 622 000;519 108 000;-1 314 000
2 331;1217800126323;17.08.2021;4;26.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;;42;42;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных подпунктом «г» пункта 5 статьи 21.1 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (26.03.2025).;;;3 000;1 051 723 000;;;;14 000;544 172 000;;;;54 000;237 384 000;;;;;978 462 000;;;
2 332;5177746092684;18.10.2017;7;29.05.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;31;31;29;14;;Ликвидировано (29.05.2024).;;368 767 000;452 514 000;337 149 000;60 659 000;;69 907 000;101 513 000;64 228 000;6 295 000;;45 760 000;71 449 000;34 088 000;2 232 000;;346 349 000;432 567 000;298 927 000;27 913 000;;
2 333;1217800053668;06.04.2021;4;30.09.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;7;34;33;;Ликвидировано (30.09.2024).;;;30 383 000;124 099 000;237 281 000;;;10 362 000;22 138 000;39 120 000;;;3 256 000;16 319 000;18 963 000;;;29 840 000;123 985 000;237 171 000;;
2 334;1201000005931;25.09.2020;5;06.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;22;45;42;13;Ликвидировано (06.06.2025).;;35 860 000;325 552 000;254 645 000;177 575 000;43 300 000;34 642 000;64 857 000;66 481 000;61 065 000;45 902 000;33 844 000;47 944 000;29 174 000;23 704 000;8 398 000;35 860 000;291 248 000;251 210 000;177 541 000;43 300 000;143 000
2 335;1175190007244;31.07.2017;8;18.09.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;31;26;39;27;;Ликвидировано (18.09.2024).;;167 000 000;170 635 000;164 327 000;118 957 000;;41 821 000;59 655 000;65 898 000;58 073 000;;9 544 000;23 872 000;17 202 000;9 340 000;;162 803 000;165 797 000;141 811 000;118 763 000;;
2 336;1197456051528;19.11.2019;5;13.09.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;18;29;33;35;;Ликвидировано (13.09.2024).;;27 758 000;60 322 000;86 106 000;112 587 000;;4 731 000;12 776 000;13 276 000;21 150 000;;3 542 000;7 451 000;6 357 000;9 999 000;;27 758 000;60 322 000;86 073 000;111 532 000;;
2 337;1162901054480;15.03.2016;9;13.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;6;30;37;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (13.03.2025).;;182 905 000;212 327 000;267 080 000;;;49 714 000;106 679 000;188 767 000;;;47 437 000;106 655 000;211 349 000;;;182 706 000;211 136 000;259 984 000;;;
2 338;1197746292039;26.04.2019;6;30.09.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;50;67;;;;Ликвидировано (30.09.2022).;;470 019 000;680 135 000;;;;238 194 000;408 810 000;;;;230 523 000;401 602 000;;;;465 450 000;674 771 000;;;;
2 339;1177746196891;28.02.2017;8;22.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;32;28;12;;1;Ликвидировано (22.05.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";92 043 000;137 377 000;44 223 000;1 352 000;368 000;36 118 000;31 381 000;22 630 000;22 244 000;3 037 000;15 486 000;8 900 000;2 176 000;2 065 000;140 000;92 035 000;134 308 000;43 742 000;1 334 000;;-17 282 000
2 340;1217000010358;24.11.2021;3;24.09.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;;16;16;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (24.09.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";;;83 789 000;75 505 000;;;;8 673 000;9 385 000;;;;3 859 000;4 696 000;;;;83 693 000;73 987 000;;
2 341;1165476109567;23.05.2016;9;16.01.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;70;42;7;;;Ликвидировано (16.01.2023).;;46 959 000;28 492 000;;;;4 572 000;2 325 000;;;;948 000;3 673 000;;;;46 959 000;28 483 000;;;;
2 342;1117746980812;02.12.2011;13;05.07.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;3;17;17;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (05.07.2024).;;416 000;;;;;52 000;;100 000;;;1 770 000;;;;;416 000;;;;;
2 343;1185476095936;22.11.2018;6;02.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;12;18;25;24;11;Ликвидировано (02.06.2025).;;244 813 000;494 032 000;940 010 000;1 152 514;699 511 000;50 433 000;95 443 000;153 922 000;42 321 000;3 979 000;33 456 000;83 586 000;134 570 000;32 879 000;1 795 000;244 664 000;493 092 000;938 741 000;1 150 900 000;686 739 000;10 281 000
2 344;1162724089681;12.12.2016;8;06.06.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;28;39;11;;;Ликвидировано (06.06.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";414 653 000;554 383 000;293 678 000;;;613 492 000;383 994 000;332 034 000;;;619 719 000;381 060 000;325 853 000;;;408 450 000;544 485 000;292 852 000;;;
2 345;1178617024376;19.12.2017;7;01.10.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;17;15;;;;Ликвидировано вследствие банкротства (01.10.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";15 306 000;7 515 000;;;;24 175 000;22 017 000;;;;12 515 000;17 665 000;;;;14 845 000;4 097 000;;;;
2 346;1101682002003;24.08.2010;15;22.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;171;233;277;187;;Прекратило деятельность при присоединении (22.01.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр перевозчиков зерна"", ""Перечень работодателей, деятельность которых отнесена к категории значительного риска"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";476 441 000;996 381 000;1 265 810 000;;;345 151 000;484 442 000;501 757 000;;;323 291 000;439 171 000;433 885 000;;;466 821 000;896 033 000;1 190 026 000;;;
2 347;1167847068840;28.01.2016;9;28.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;20;20;20;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (28.04.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";109 868 000;109 721 000;138 400 000;;;60 857 000;74 903 000;71 032 000;;;56 546 000;74 419 000;71 032 000;;;99 472 000;103 391 000;107 879 000;;;
2 348;1133668001433;11.01.2013;12;13.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;18;16;;1;;Прекратило деятельность при присоединении (13.12.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";23 572 000;23 529 000;30 000;43 000;;129 448 000;128 647 000;102 886 000;101 542 000;;6 277 000;5 509 000;1 270 000;1 000;;23 514 000;22 152 000;;;;
2 349;1168617069114;28.09.2016;9;14.08.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;30;26;21;1;;Ликвидировано (14.08.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";45 055 000;39 610 000;59 523 000;0;;11 785 000;18 099 000;2 693 000;265 000;;10 278 000;15 110 000;2 210 000;;;44 901 000;38 655 000;59 429 000;;;
2 350;1176952001566;02.02.2017;8;26.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;26;42;39;37;9;Ликвидировано (26.12.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";28 964 000;44 135 000;42 660 000;47 556 000;;13 401 000;18 121 000;21 249 000;25 902 000;;5 901 000;5 743 000;8 235 000;9 071 000;;28 087 000;40 768 000;42 025 000;46 874 000;;
2 351;1177746117229;08.02.2017;8;03.04.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;12;45;36;31;;Ликвидировано (03.04.2024).;;0;204 551 000;406 647 000;92 658 000;;14 000;1 414 000;14 696 000;757 000;;4 000;588 000;12 635 000;;;;204 551 000;406 647 000;75 991 000;;
2 352;1200200049235;27.08.2020;5;28.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;4;30;23;17;16;Прекратило деятельность при присоединении (28.12.2024).;;23 055 000;172 468 000;96 089 000;108 729 000;135 440 000;21 018 000;43 475 000;54 162 000;73 240 000;;16 708 000;8 895 000;6 658 000;9 200 000;;22 929 000;171 605 000;92 840 000;104 561 000;;
2 353;1227700220197;14.04.2022;3;09.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;;67;20;1;Ликвидировано (09.06.2025).;;;;652 800 000;102 113 000;;;;727 277 000;11 864 000;2 046 000;;;725 948 000;8 623 000;;;;643 792 000;84 658 000;;
2 354;1095044003581;26.10.2009;15;15.08.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;19;17;16;16;14;Прекратило деятельность при присоединении (15.08.2025).;"""Получатели поддержки правительства Москвы""";675 317 000;715 337 000;535 237 000;507 485 000;541 190 000;563 057 000;579 822 000;556 887 000;568 217 000;539 004 000;545 031 000;514 253 000;485 054 000;493 276 000;475 018 000;631 752 000;685 774 000;488 359 000;486 813 000;528 517 000;62 987 000
2 355;1101690066136;26.11.2010;14;05.07.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;16;20;11;;Ликвидировано вследствие банкротства (05.07.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Участник Хартии АТС""";174 294 000;194 110 000;414 366 000;12 695 000;;93 367 000;131 339 000;83 580 000;48 853 000;;89 785 000;123 886 000;75 178 000;110 297 000;;154 968 000;194 110 000;393 037 000;12 695 000;;
2 356;1167746881961;20.09.2016;9;20.11.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;29;27;9;;;Ликвидировано (20.11.2023).;;149 874 000;204 170 000;136 799 000;;;24 593 000;61 237 000;14 758 000;;;49 613 000;91 017 000;25 000;;;147 505 000;200 629 000;118 768 000;;;
2 357;1205800003166;18.03.2020;5;15.03.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;67;32;;;;Ликвидировано (15.03.2024).;;79 537 000;178 838 000;910 996 000;1 078 750 000;;67 285 000;470 494 000;247 038 000;30 369 000;;102 109 000;123 384 000;121 151 000;336 000;;76 202 000;63 975 000;34 716 000;87 000;;
2 358;1217800140964;13.09.2021;4;20.07.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;18;56;;;Ликвидировано (20.07.2023).;"""Реестр операторов, осуществляющих обработку персональных данных""";;51 774 000;149 580 000;;;;17 777 000;18 171 000;;;;3 001 000;3 239 000;;;;51 774 000;148 298 000;;;
2 359;1167746561762;14.06.2016;9;26.07.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;75;82;9;;;Ликвидировано (26.07.2024).;"""Получатели поддержки правительства Москвы""";199 082 000;165 627 000;9 322 000;0;;16 500 000;9 173 000;73 000;7 000;;6 555 000;468 000;63 000;;;136 462 000;95 162 000;3 113 000;;;
2 360;1197746212663;25.03.2019;6;03.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;1;15;26;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (03.07.2025).;;;831 160 000;1 504 411 000;;;9 265 000;11 382 000;16 166 000;;;9 081 000;11 136 000;15 898 000;;;456 420 000;831 160 000;1 504 411 000;;;
2 361;1155476125727;19.11.2015;9;19.08.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;25;25;;;;Прекратило деятельность при присоединении (19.08.2022).;"""Реестр операторов, осуществляющих обработку персональных данных""";267 346 000;324 146 000;;;;49 188 000;59 504 000;;;;12 787 000;14 944 000;;;;264 503 000;317 252 000;;;;
2 362;1177847089034;09.03.2017;8;29.12.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;56;44;3;;;Ликвидировано (29.12.2022).;;161 214 000;102 240 000;;;;115 597 000;107 738 000;;;;31 536 000;32 265 000;;;;159 031 000;95 152 000;;;;
2 363;1147847013896;21.01.2014;11;19.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;19;16;13;11;6;Ликвидировано (19.02.2025).;;6 938 000;7 094 000;2 150 000;3 310 000;1 300 000;2 258 000;3 252 000;5 795 000;1 539 000;168 000;518 000;1 028 000;3 107 000;38 000;338 000;6 938 000;7 094 000;2 150 000;;;-1 603 000
2 364;1187746971675;30.11.2018;6;17.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;53;40;11;1;1;Ликвидировано (17.02.2025).;;127 794 000;194 504 000;101 049 000;0;;56 451 000;87 105 000;12 726 000;12 362 000;;54 939 000;79 692 000;446 000;446 000;;127 503 000;194 158 000;101 048 000;;;
2 365;1177847232639;05.07.2017;8;23.09.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;24;33;23;1;1;Ликвидировано (23.09.2025).;;11 480 000;13 997 000;7 380 000;861 000;2 551 000;6 407 000;7 510 000;2 505 000;264 000;16 000;6 046 000;6 177 000;943 000;1 522 000;16 000;9 272 000;12 704 000;6 141 000;;;1 259 000
2 366;1147746178645;24.02.2014;11;30.05.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;30;36;20;;;Ликвидировано (30.05.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр аккредитованных организаций, осуществляющих деятельность в области информационных технологий""";39 391 000;44 734 000;131 464 000;;;31 115 000;24 971 000;3 946 000;;;8 389 000;79 399 000;1 052 000;;;38 977 000;43 301 000;34 294 000;;;
2 367;1125074017397;19.12.2012;12;10.11.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;30;45;5;;;Ликвидировано (10.11.2023).;;81 408 000;77 033 000;8 888 000;;;99 888 000;98 413 000;98 838 000;;;93 289 000;97 644 000;97 310 000;;;59 676 000;38 594 000;5 177 000;;;
2 368;1187746836265;26.09.2018;7;19.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;15;15;;;Исключение из ЕГРЮЛ недействующего юридического лица (19.06.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";;;683 334 000;;;5 000;5 000;6 165 000;;;2 000;2 000;6 111 000;;;;;683 334 000;;;
2 369;1195027020935;27.09.2019;6;29.10.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;29;22;17;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (29.10.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";84 879 000;80 425 000;74 928 000;;;21 954 000;36 127 000;80 557 000;;;7 948 000;14 184 000;50 150 000;;;84 870 000;80 425 000;74 895 000;;;
2 370;1143339000970;14.07.2014;11;27.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;15;17;15;3;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (27.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";31 619 000;36 650 000;35 984 000;8 205 000;;7 078 000;6 388 000;2 959 000;311 000;;6 913 000;5 888 000;2 385 000;;;31 231 000;35 170 000;30 519 000;8 205 000;;
2 371;1117847515433;22.11.2011;13;28.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;42;34;29;19;13;Ликвидировано (28.12.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";12 225 000;16 513 000;10 381 000;14 485 000;;27 000 000;26 311 000;15 014 000;17 724 000;;12 880 000;11 790 000;3 858 000;2 629 000;;10 534 000;14 713 000;9 220 000;13 362 000;;
2 372;1097746227237;17.04.2009;16;07.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;17;16;15;14;7;Ликвидировано (07.07.2025).;;35 960 000;18 459 000;5 323 000;10 038 000;9 784 000;10 815 000;3 184 000;2 612 000;3 068 000;3 435 000;1 441 000;1 172 000;8 470 000;12 886 000;9 503 000;35 955 000;18 388 000;5 323 000;10 038 000;8 453 000;3 751 000
2 373;1162369050667;04.07.2016;9;09.09.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;227;189;;;;Ликвидировано (09.09.2022).;"""Участник Хартии АПК""";115 029 000;131 598 000;;;;16 738 000;19 909 000;;;;13 675 000;16 270 000;;;;114 889 000;131 522 000;;;;
2 374;1137746756245;21.08.2013;12;15.08.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;33;35;43;50;54;Прекратило деятельность при присоединении (15.08.2025).;;2 180 665 000;3 366 576 000;3 934 339;3 837 882 000;3 105 435 000;4 562 130 000;9 277 751 000;6 160 114 000;6 355 729 000;8 443 334 000;4 415 315 000;8 750 303 000;4 605 318 000;2 624 759 000;4 272 820 000;1 899 577 000;3 184 503 000;3 698 151 000;3 598 742 000;2 787 805 000;424 136 000
2 375;1197746564278;18.09.2019;6;26.03.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;30;20;40;35;;Ликвидировано (26.03.2024).;;215 253 000;95 399 000;484 835 000;353 056 000;;48 857 000;38 997 000;209 580 000;159 335 000;;34 778 000;27 511 000;192 795 000;136 785 000;;215 124 000;95 398 000;482 745 000;304 373 000;;
2 376;1201800019178;09.10.2020;5;27.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;1;23;23;48;64;Прекратило деятельность при присоединении (27.06.2025).;;;122 164 000;122 124 000;290 148 000;265 111 000;;38 936 000;73 244 000;191 619 000;282 698 000;;7 466 000;13 532 000;29 390 000;44 710 000;;119 678 000;105 763 000;270 867 000;252 010 000;75 125 000
2 377;1185027024137;06.11.2018;6;13.06.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;23;23;2;;;Ликвидировано (13.06.2024).;;193 625 000;251 268 000;467 000;;;24 861 000;34 224 000;33 792 000;;;13 439 000;14 496 000;14 204 000;;;193 624 000;251 267 000;467 000;;;
2 378;1143704000219;06.06.2014;11;22.05.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;108;126;3;1;;Ликвидировано вследствие банкротства (22.05.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";3 793 850 000;3 162 010 000;1 267 056 000;;;1 240 078 000;1 290 800 000;92 668 000;;;1 217 418 000;1 374 928 000;263 018 000;;;3 443 954 000;2 969 580 000;1 252 785 000;;;
2 379;1176313025118;22.03.2017;8;29.01.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;59;45;45;1;;Ликвидировано (29.01.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";372 679 000;442 611 000;428 519 000;13 315 000;;223 758 000;273 573 000;288 723 000;182 035 000;;125 886 000;117 786 000;77 847 000;36 583 000;;362 209 000;435 958 000;423 746 000;11 923 000;;
2 380;1154217001377;11.03.2015;10;03.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;29;43;38;38;Ликвидировано (03.07.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";11 000;103 879 000;38 831 000;0;0;6 019 000;46 757 000;64 237 000;43 300 000;89 000;6 032 000;41 189 000;63 029 000;60 296 000;89 000;11 000;103 870 000;38 828 000;;;-34 014 000
2 381;1197746629541;24.10.2019;5;22.10.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;5;52;57;36;20;Прекратило деятельность при присоединении (22.10.2024).;"""Реестр туроператоров"", ""Реестр аккредитованных организаций, осуществляющих деятельность в области информационных технологий"", ""Перечень лиц, на которых распространялось действие моратория на банкротство"", ""Реестр операторов, осуществляющих обработку персональных данных""";126 000;43 353 000;30 686 000;100 051 000;;300 659 000;1 031 208 000;1 320 407 000;1 376 068 000;;348 327 000;1 415 706 000;2 059 336 000;2 239 026 000;;;38 087 000;24 504 000;93 850 000;;
2 382;1227700239150;22.04.2022;3;22.10.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;;28;35;19;Прекратило деятельность при присоединении (22.10.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр аккредитованных организаций, осуществляющих деятельность в области информационных технологий""";;;6 848 000;21 347 000;;;;65 828 000;124 655 000;;;;122 211 000;269 755 000;;;;6 846 000;21 233 000;;
2 383;1207700351210;24.09.2020;5;28.06.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;42;143;;;;Ликвидировано (28.06.2022).;;20 197 000;174 932 000;;;;16 959 000;8 623 000;;;;16 422 000;7 092 000;;;;20 197 000;174 932 000;;;;
