№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
2 107;1184027002620;06.03.2018;7;16.03.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;20;;;;Ликвидировано (16.03.2022).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";35 138 000;53 557 000;0;;;18 692 000;435 000;99 000;;;17 878 000;230 000;8 000;;;34 187 000;51 052 000;;;;
2 108;1093453000662;17.03.2009;16;07.08.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;42;23;2;1;;Ликвидировано вследствие банкротства (07.08.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";125 983 000;51 124 000;945 000;;;59 498 000;14 414 000;540 000;;;56 783 000;31 742 000;31 458 000;;;125 630 000;46 107 000;917 000;;;
2 109;1157746395839;28.04.2015;10;10.06.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;24;18;12;;;Ликвидировано вследствие банкротства (10.06.2024).;;1 027 391 000;696 512 000;325 501 000;;;168 016 000;164 905 000;8 121 000;;;151 885 000;137 078 000;44 754 000;;;544 569 000;393 147 000;190 677 000;;;
2 110;1165012051995;21.06.2016;9;18.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;15;15;7;;;Прекратило деятельность при присоединении (18.02.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";71 459 000;57 044 000;24 151 000;0;;15 313 000;11 834 000;7 735 000;4 728 000;;8 244 000;5 077 000;6 132 000;3 476 000;;71 459 000;57 044 000;24 135 000;;;
2 111;1107746491599;17.06.2010;15;17.10.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;22;15;1;;;Ликвидировано (17.10.2023).;"""Получатели поддержки правительства Москвы""";134 221 000;58 610 000;;;;114 478 000;4 086 000;3 822 000;;;74 405 000;;;;;133 622 000;58 438 000;;;;
2 112;1184501005182;18.10.2018;6;16.11.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;22;17;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (16.11.2023).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";57 867 000;7 542 000;;;;15 287 000;14 746 000;;;;32 793 000;32 519 000;;;;56 674 000;5 658 000;;;;
2 113;1167847056376;18.01.2016;9;01.04.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;73;69;56;7;;Ликвидировано (01.04.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";501 720 000;392 180 000;133 532 000;62 596 000;;185 546 000;170 045 000;182 161 000;2 817 000;;63 682 000;47 494 000;24 209 000;54 000;;483 004 000;373 909 000;115 024 000;2 737 000;;
2 114;1183256003028;11.04.2018;7;07.02.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;54;54;54;46;27;Прекратило деятельность при присоединении (07.02.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";55 121 000;88 016 000;91 439 000;91 956 000;;5 255 000;13 812 000;40 049 000;37 932 000;;13 380 000;9 728 000;17 718 000;27 095 000;;52 881 000;81 275 000;89 526 000;89 748 000;;
2 115;1169204062565;20.12.2016;8;28.10.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;23;15;3;;Ликвидировано (28.10.2024).;;35 140 000;43 416 000;69 583 000;1 509 000;;8 214 000;21 496 000;38 716 000;13 849 000;;2 262 000;13 930 000;28 125 000;7 007 000;;34 449 000;42 734 000;67 719 000;1 380 000;;
2 116;1097746805001;15.12.2009;15;20.12.2024;12267 - Непубличные акционерные общества;16 - Частная собственность;11;9;15;25;20;Прекратило деятельность при присоединении (20.12.2024).;"""Получатели поддержки правительства Москвы"", ""Реестр операторов, осуществляющих обработку персональных данных""";56 035 000;44 378 000;40 678 000;53 127 000;;55 234 000;67 843 000;95 258 000;63 255 000;;47 694 000;59 421 000;86 804 000;54 518 000;;54 893 000;43 651 000;40 345 000;49 500 000;;
2 117;1152204003258;03.07.2015;10;04.09.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;1;19;17;15;Ликвидировано (04.09.2025).;;;1 941 000;55 915 000;61 464 000;67 644 000;10 000;1 466 000;4 454 000;5 499 000;5 337 000;;14 158 000;19 857 000;15 922 000;5 372 000;;1 941 000;55 609 000;61 380 000;67 298 000;10 388 000
2 118;1133668001390;11.01.2013;12;13.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;19;16;;;1;Прекратило деятельность при присоединении (13.12.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";38 535 000;38 801 000;935 000;7 000;;97 997 000;101 154 000;90 633 000;90 184 000;;9 293 000;12 301 000;7 045 000;2 009 000;;38 495 000;37 195 000;925 000;;;
2 119;1195476025942;03.04.2019;6;19.06.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;18;17;9;1;;Ликвидировано (19.06.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";23 896 000;27 123 000;15 862 000;0;;15 616 000;11 795 000;4 980 000;331 000;;15 528 000;11 578 000;4 641 000;23 000;;23 889 000;23 559 000;9 216 000;;;
2 120;1117746849329;25.10.2011;13;09.01.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;196;164;166;116;;Ликвидировано (09.01.2025).;"""Получатели поддержки правительства Москвы"", ""Реестр участников Информационного ресурса Фасилити-операторов"", ""Реестр членов Саморегулируемой организации Ассоциация клининговых и фасилити операторов"", ""Реестр операторов, осуществляющих обработку персональных данных""";399 990 000;575 373 000;481 160 000;144 900 000;;226 923 000;223 137 000;148 544 000;85 683 000;;217 901 000;209 782 000;130 861 000;66 843 000;;396 876 000;574 866 000;477 902 000;143 595 000;;
2 121;1167847397695;12.10.2016;9;03.10.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;43;33;;;;Ликвидировано (03.10.2022).;;115 736 000;113 733 000;147 000;;;33 093 000;9 335 000;8 770 000;;;30 632 000;880 000;334 000;;;115 276 000;96 514 000;;;;
2 122;1175658005984;20.03.2017;8;29.09.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;18;18;1;1;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (29.09.2025).;;91 561 000;92 997 000;2 000;0;0;5 106 000;1 098 000;889 000;88 000;85 000;1 836 000;52 000;6 000;;;91 203 000;92 603 000;;;;-3 000
2 123;1185476070163;16.08.2018;7;14.08.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;24;23;22;;;Ликвидировано (14.08.2023).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";100 991 000;105 068 000;104 174 000;;;26 042 000;36 169 000;27 352 000;;;25 893 000;35 935 000;27 019 000;;;100 971 000;105 064 000;104 117 000;;;
2 124;1137746222316;15.03.2013;12;13.10.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;12;63;33;;;Ликвидировано (13.10.2025).;"""Реестр субъектов малого и среднего предпринимательства (Дата включения 10.01.2023, Категория: Среднее предприятие)""";147 488 000;1 040 114 000;776 979 000;279 000;2 000;183 129 000;235 081 000;88 467 000;62 385 000;62 319 000;146 253 000;194 776 000;81 407 000;89 731 000;89 686 000;141 022 000;977 307 000;674 136 000;278 000;;-22 000
2 125;1195027024609;15.11.2019;5;30.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;3;4;36;63;85;Прекратило деятельность при присоединении (30.06.2025).;;1 902 000;96 079 000;168 015 000;261 956 000;373 377 000;318 000;23 579 000;32 535 000;59 814 000;51 384 000;1 175 000;21 061 000;18 060 000;44 156 000;37 973 000;1 599 000;96 069 000;167 068 000;260 460 000;359 563 000;-2 247 000
2 126;1103668008400;09.03.2010;15;10.06.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;24;17;;;;Ликвидировано (10.06.2022).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";11 580 000;26 196 000;;;;4 600 000;1 000;;;;7 225 000;2 000;;;;9 412 000;16 686 000;;;;
2 127;1102312002099;01.04.2010;15;05.09.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;51;47;41;26;;Прекратило деятельность при присоединении (05.09.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";384 463 000;276 208 000;251 048 000;220 417 000;;89 634 000;82 227 000;83 330 000;140 376 000;;30 947 000;18 188 000;25 786 000;102 776 000;;381 067 000;270 100 000;244 896 000;196 853 000;;
2 128;1090724000840;11.11.2009;15;25.04.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;33;33;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (25.04.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";96 097 000;159 690 000;1 001 344 000;;;129 492 000;192 796 000;206 731 000;;;68 448 000;131 025 000;144 584 000;;;96 037 000;159 686 000;1 001 344 000;;;
2 129;1127746529547;09.07.2012;13;07.12.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;15;16;;1;;Ликвидировано (07.12.2023).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";33 545 000;40 310 000;1 384 000;;;8 282 000;5 100 000;159 000;;;36 039 000;34 316 000;30 000;;;32 577 000;38 120 000;40 000;;;
2 130;1155476116091;27.10.2015;9;06.08.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;14;19;24;20;;Ликвидировано (06.08.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";22 588 000;39 981 000;49 441 000;48 177 000;;3 950 000;4 217 000;4 346 000;202 000;;4 810 000;4 886 000;5 054 000;647 000;;22 028 000;38 381 000;49 441 000;48 109 000;;
2 131;1192468003672;01.02.2019;6;31.05.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;42;45;38;;;Ликвидировано (31.05.2023).;;139 248 000;146 134 000;148 353 000;;;9 363 000;8 891 000;8 342 000;;;3 542 000;981 000;1 580 000;;;136 220 000;146 134 000;148 353 000;;;
2 132;1102311001880;07.04.2010;15;27.12.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;25;25;11;;;Ликвидировано (27.12.2023).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";25 118 000;37 926 000;33 875 000;;;91 218 000;41 236 000;38 876 000;;;20 136 000;39 257 000;27 626 000;;;22 599 000;30 530 000;33 839 000;;;
2 133;1167746750599;09.08.2016;9;24.01.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;81;45;17;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (24.01.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";22 370 000;33 826 000;;;;46 531 000;45 367 000;;;;34 472 000;49 908 000;;;;19 710 000;32 924 000;;;;
2 134;1175275029379;12.04.2017;8;25.08.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;25;36;40;28;30;Ликвидировано (25.08.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";90 461 000;150 329 000;123 637 000;174 215 000;179 789 000;20 540 000;52 858 000;35 258 000;62 791 000;10 000;9 628 000;27 671 000;15 066 000;31 120 000;;90 459 000;147 322 000;123 597 000;173 902 000;179 789 000;10 149 000
2 135;1124223000901;03.04.2012;13;17.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;54;52;49;65;42;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (17.12.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";18 583 000;19 296 000;20 612 000;31 367 000;;1 072 000;805 000;876 000;1 691 000;;179 000;198 000;232 000;79 000;;18 583 000;19 296 000;20 612 000;31 367 000;;
2 136;1175321002306;29.03.2017;8;04.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;15;16;12;10;4;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (04.07.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";72 668 000;73 467 000;43 402 000;38 948 000;10 477 000;29 796 000;19 775 000;17 542 000;17 542 000;;30 382 000;19 765 000;17 542 000;17 542 000;;72 668 000;73 467 000;43 402 000;38 948 000;10 468 000;
2 137;1172801007224;27.06.2017;8;24.06.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;79;83;31;2;;Прекратило деятельность при присоединении (24.06.2024).;;92 482 000;80 650 000;59 653 000;21 689 000;;47 066 000;46 768 000;33 817 000;8 824 000;;19 706 000;31 211 000;20 279 000;2 379 000;;69 008 000;65 035 000;42 856 000;755 000;;
2 138;1107527000382;28.12.2010;14;02.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;26;21;17;1;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (02.06.2025).;;23 635 000;28 028 000;21 755 000;816 000;;2 804 000;2 438 000;2 429 000;2 046 000;;2 784 000;2 418 000;2 409 000;2 026 000;;23 635 000;28 028 000;21 755 000;816 000;;
2 139;1192375044366;19.06.2019;6;13.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;110;78;2;;;Исключение из ЕГРЮЛ недействующего юридического лица (13.12.2024).;;60 019 000;;5 760 000;;;48 382 000;68 164 000;67 141 000;;;56 838 000;81 337 000;81 775 000;;;54 596 000;63 318 000;;;;
2 140;1175658025201;08.12.2017;7;12.02.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;31;40;46;33;;Ликвидировано (12.02.2024).;;185 351 000;205 753 000;574 742 000;;;72 881 000;55 089 000;164 273 000;;;70 238 000;52 811 000;120 833 000;;;184 769 000;202 569 000;569 681 000;;;
2 141;1157746077499;04.02.2015;10;09.01.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;22;19;16;14;2;Ликвидировано (09.01.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";49 397 000;75 361 000;82 236 000;75 463 000;;8 495 000;8 440 000;12 854 000;20 453 000;;4 301 000;8 472 000;11 751 000;17 335 000;;48 455 000;73 687 000;81 070 000;74 332 000;;
2 142;1157746059855;28.01.2015;10;20.01.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;17;17;18;16;3;Ликвидировано (20.01.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";62 399 000;92 508 000;105 030 000;94 064 000;;9 796 000;10 087 000;18 332 000;24 542 000;;5 667 000;7 240 000;9 806 000;56 834 000;;61 663 000;90 424 000;103 184 000;92 500 000;;
2 143;1177847358325;07.11.2017;7;08.11.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;51;47;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (08.11.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";118 096 000;145 472 000;;;;83 506 000;90 401 000;;;;78 005 000;77 052 000;;;;117 652 000;144 687 000;;;;
2 144;1157746412240;05.05.2015;10;04.09.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;25;21;20;13;2;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (04.09.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";34 606 000;22 622 000;44 990 000;35 623 000;2 253 000;56 743 000;91 031 000;135 627 000;130 857 000;109 872 000;19 787 000;27 326 000;41 255 000;37 857 000;24 782 000;34 606 000;41 803 000;44 990 000;35 623 000;2 253 000;17 000
2 145;1117154032160;18.11.2011;13;25.01.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;28;25;;;;Ликвидировано (25.01.2022).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";56 856 000;64 074 000;0;;;12 768 000;;116 000;;;5 570 000;;5 000;;;55 870 000;;;;;
2 146;1153332001680;05.06.2015;10;21.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;20;18;16;18;6;Прекратило деятельность при присоединении (21.07.2025).;;405 490 000;329 295 000;319 025 000;275 585 000;127 721 000;66 485 000;66 652 000;72 064 000;61 728 000;45 256 000;44 850 000;42 249 000;43 739 000;29 952 000;11 530 000;403 981 000;327 807 000;317 299 000;273 457 000;126 385 000;1 950 000
2 147;1147746460553;25.04.2014;11;20.06.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;8;7;3;21;39;Ликвидировано (20.06.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";7 230 000;8 565 000;5 492 000;54 127 000;135 686 000;2 691 000;5 035 000;5 217 000;23 325 000;50 552 000;1 508 000;946 000;2 359 000;5 061 000;7 150 000;7 230 000;8 561 000;5 487 000;53 745 000;135 662 000;46 721 000
2 148;1165476201660;05.12.2016;8;01.09.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;38;34;35;39;34;Прекратило деятельность при присоединении (01.09.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";148 228 000;148 288 000;157 217 000;159 824 000;164 155 000;23 326 000;26 049 000;35 775 000;40 555 000;33 878 000;3 485 000;2 831 000;2 767 000;3 632 000;3 433 000;147 591 000;147 671 000;155 586 000;157 719 000;160 318 000;-6 478 000
2 149;1160726053355;18.05.2016;9;15.04.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;64;68;72;;;Ликвидировано вследствие банкротства (15.04.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";51 241 000;52 832 000;27 157 000;;;141 260 000;181 820 000;202 416 000;;;385 360 000;497 032 000;564 831 000;;;51 241 000;52 832 000;27 157 000;;;
2 150;1165476114506;02.06.2016;9;18.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;388;397;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (18.03.2025).;;767 169 000;903 608 000;;;;130 621 000;109 033 000;;;;95 808 000;48 971 000;;;;677 220 000;805 483 000;;;;
2 151;1127746114704;21.02.2012;13;23.08.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;27;35;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (23.08.2024).;"""Получатели поддержки правительства Москвы""";143 397 000;139 423 000;;;;14 538 000;13 377 000;;;;3 022 000;7 953 000;;;;143 396 000;139 421 000;;;;
2 152;5143443064530;22.12.2014;10;19.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;35;31;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (19.12.2024).;;;12 606 000;;;;5 058 000;5 058 000;;;;2 141 000;2 141 000;;;;20 613 000;12 606 000;;;;
2 153;1204300002037;25.02.2020;5;28.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;34;30;30;31;Прекратило деятельность при присоединении (28.03.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";92 624 000;161 259 000;165 247 000;173 178 000;190 979 000;8 267 000;11 708 000;15 490 000;20 371 000;11 853 000;6 855 000;5 206 000;3 236 000;4 892 000;3 716 000;92 487 000;161 118 000;164 377 000;172 526 000;188 422 000;1 841 000
2 154;5157746055286;17.11.2015;9;03.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;28;22;8;2;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (03.07.2025).;"""Получатели поддержки правительства Москвы"", ""Реестр аккредитованных организаций, осуществляющих деятельность в области информационных технологий"", ""Реестр операторов, осуществляющих обработку персональных данных""";57 006 000;51 961 000;17 087 000;220 000;;27 288 000;26 413 000;27 733 000;31 957 000;;26 927 000;23 283 000;24 569 000;28 782 000;;56 996 000;49 675 000;17 087 000;220 000;;
2 155;1127746437708;04.06.2012;13;12.04.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;66;27;;;;Ликвидировано (12.04.2022).;;277 943 000;132 425 000;;;;50 584 000;12 675 000;;;;33 730 000;1 376 000;;;;276 349 000;128 546 000;;;;
2 156;1219200002416;23.04.2021;4;18.08.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;21;23;;;Прекратило деятельность при слиянии (18.08.2023).;;;119 705 000;77 499 000;;;;24 407 000;28 799 000;;;;13 699 000;32 354 000;;;;119 697 000;77 499 000;;;
2 157;1164632059074;19.07.2016;9;05.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;26;21;;;Исключение из ЕГРЮЛ недействующего юридического лица (05.05.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";6 657 000;6 284 000;9 153 000;;;1 611 000;1 163 000;2 175 000;;;921 000;2 250 000;3 113 000;;;6 657 000;6 284 000;9 153 000;;;
2 158;1142360000804;13.11.2014;10;01.12.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;29;25;21;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (01.12.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";9 691 000;8 764 000;7 918 000;;;5 217 000;5 105 000;5 820 000;;;4 756 000;4 583 000;5 755 000;;;8 932 000;8 563 000;7 814 000;;;
2 159;5167746267167;28.10.2016;8;12.12.2024;12267 - Непубличные акционерные общества;16 - Частная собственность;76;77;45;3;;Ликвидировано (12.12.2024).;;2 765 000;3 006 000;552 000;30 518 000;;57 159 000;74 475 000;82 419 000;372 000;;65 621 000;82 618 000;107 511 000;43 540 000;;1 852 000;1 600 000;75 000;125 000;;
2 160;1137847288292;30.07.2013;12;27.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;6;11;18;19;17;Прекратило деятельность при присоединении (27.05.2025).;;38 054 000;61 821 000;79 471 000;81 827 000;70 306 000;51 019 000;61 691 000;63 095 000;56 078 000;68 800 000;21 556 000;45 362 000;26 930 000;16 925 000;45 579 000;38 120 000;61 473 000;79 308 000;76 089 000;67 956 000;1 351 000
2 161;1127847039462;17.01.2012;13;07.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;42;41;42;39;38;Прекратило деятельность при присоединении (07.04.2025).;"""Реестр управляющих организаций""";143 613 000;149 307 000;147 931 000;166 962 000;172 478 000;40 356 000;142 653 000;160 244 000;120 222 000;196 997 000;14 486 000;120 685 000;131 394 000;88 302 000;147 311 000;142 457 000;148 610 000;147 306 000;160 649 000;168 455 000;34 236 000
2 162;1173328012659;14.09.2017;8;13.12.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;60;47;78;84;73;Ликвидировано (13.12.2024).;;;;57 690 000;55 867 000;;;22 996 000;22 190 000;32 845 000;;;3 634 000;3 984 000;18 000 000;;;50 520 000;57 638 000;55 867 000;;
2 163;1114823001468;11.02.2011;14;26.09.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;35;33;4;3;1;Прекратило деятельность при присоединении (26.09.2025).;"""Реестр операторов, осуществляющих обработку персональных данных""";38 776 000;28 982 000;8 734 000;3 000;155 000;691 280 000;566 983 000;387 665 000;210 974 000;3 808 000;940 753 000;960 675 000;869 277 000;756 829 000;603 187 000;16 065 000;5 455 000;1 678 000;;;-53 501 000
2 164;1174704004815;13.04.2017;8;21.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;36;35;38;38;35;Прекратило деятельность при присоединении (21.03.2025).;"""Реестр управляющих организаций""";127 404 000;132 969 000;142 264 000;138 155 000;158 104 000;98 127 000;101 937 000;110 185 000;87 573 000;143 487 000;33 810 000;57 307 000;55 459 000;32 191 000;141 672 000;126 247 000;131 337 000;128 547 000;134 967 000;145 905 000;433 000
2 165;1107746153998;02.03.2010;15;03.03.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;234;221;188;;;Прекратило деятельность при присоединении (03.03.2023).;;1 302 328 000;1 752 185 000;2 000 652 000;;;683 262 000;1 005 936 000;1 265 256 000;;;440 287 000;712 091 000;919 650 000;;;1 296 118 000;1 743 107 000;1 951 281 000;;;
2 166;1107847353437;21.10.2010;14;27.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;43;43;47;48;43;Прекратило деятельность при присоединении (27.05.2025).;"""Реестр управляющих организаций""";147 236 000;138 817 000;139 835 000;152 392 000;168 402 000;69 907 000;124 381 000;112 143 000;88 194 000;169 850 000;38 905 000;91 508 000;92 803 000;54 904 000;134 748 000;146 642 000;137 994 000;139 581 000;130 910 000;149 314 000;25 613 000
2 167;1207800117920;17.09.2020;5;07.04.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;10;17;18;15;Прекратило деятельность при присоединении (07.04.2025).;;0;40 093 000;58 311 000;60 769 000;64 305 000;193 000;41 095 000;42 519 000;37 787 000;61 061 000;533 000;24 536 000;20 350 000;16 187 000;27 078 000;;40 046 000;58 184 000;59 721 000;62 322 000;17 173 000
2 168;1093610000054;10.04.2009;16;20.10.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;19;18;;;;Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности (20.10.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";9 896 000;3 856 000;;;;3 754 000;2 202 000;;;;3 881 000;2 714 000;;;;9 443 000;3 850 000;;;;
2 169;1207800004609;21.01.2020;5;27.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;6;13;15;15;Прекратило деятельность при присоединении (27.05.2025).;;0;49 970 000;67 632 000;84 684 000;60 652 000;173 000;138 525 000;42 375 000;61 037 000;100 192 000;323 000;116 193 000;18 052 000;21 003 000;54 486 000;;49 791 000;67 410 000;83 418 000;58 065 000;6 985 000
2 170;1123256021338;27.11.2012;12;13.06.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;58;50;49;46;;Прекратило деятельность при слиянии (13.06.2024).;"""Реестр операторов, осуществляющих обработку персональных данных""";57 194 000;58 482 000;61 262 000;62 554 000;;11 585 000;10 478 000;12 810 000;7 685 000;;14 875 000;10 391 000;9 811 000;10 235 000;;57 194 000;58 481 000;60 897 000;62 233 000;;
