№;Регистрационный номер;Дата регистрации;Возраст компании, лет;Дата ликвидации;Организационно-правовая форма;Форма собственности;2020, Среднесписочная численность работников;2021, Среднесписочная численность работников;2022, Среднесписочная численность работников;2023, Среднесписочная численность работников;2024, Среднесписочная численность работников;Важная информация;Реестры СПАРКа;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2024, Доходы, RUB;2020, Активы  всего, RUB;2021, Активы  всего, RUB;2022, Активы  всего, RUB;2023, Активы  всего, RUB;2024, Активы  всего, RUB;2020, Совокупный долг, RUB;2021, Совокупный долг, RUB;2022, Совокупный долг, RUB;2023, Совокупный долг, RUB;2024, Совокупный долг, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2024, Выручка, RUB;2024, Чистая прибыль (убыток), RUB
715;1197847130910;05.06.2019;6;29.07.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;24;24;27;34;8;Ликвидировано (29.07.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";92 478 000;144 976 000;168 951 000;174 332 000;51 477 000;15 359 000;20 339 000;27 813 000;30 571 000;2 376 000;9 459 000;9 806 000;9 501 000;10 490 000;751 000;92 215 000;143 448 000;168 759 000;174 179 000;50 723 000;-13 594 000
716;1195476078885;30.10.2019;5;05.11.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;18;18;17;4;;Ликвидировано (05.11.2024).;;41 896 000;97 334 000;92 786 000;13 205 000;;24 710 000;30 431 000;40 312 000;7 633 000;;20 646 000;21 319 000;29 928 000;262 000;;40 551 000;97 184 000;92 781 000;13 205 000;;
717;5147746345797;13.11.2014;10;27.11.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;73;80;86;87;84;Прекратило деятельность при присоединении (27.11.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";1 177 342 000;1 419 624 000;1 647 623 000;1 916 560 000;;184 909 000;229 429 000;526 864 000;532 044 000;;169 113 000;209 855 000;471 054 000;430 948 000;;1 124 213 000;1 360 639 000;1 565 853 000;1 826 112 000;;
718;1102468045030;04.10.2010;15;18.05.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;25;23;12;;;Ликвидировано (18.05.2023).;"""Реестр операторов, осуществляющих обработку персональных данных""";166 510 000;117 159 000;35 462 000;;;17 290 000;12 829 000;239 000;;;15 668 000;11 958 000;3 054 000;;;164 515 000;114 207 000;35 462 000;;;
719;1152468045454;23.09.2015;10;20.04.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;15;17;8;;;Ликвидировано (20.04.2023).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";70 156 000;75 875 000;27 558 000;;;11 323 000;9 742 000;16 000;;;8 822 000;7 190 000;258 000;;;69 676 000;74 625 000;26 228 000;;;
720;1157746907009;02.10.2015;10;19.02.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;21;17;;;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (19.02.2024).;;113 261 000;173 658 000;141 295 000;;;60 186 000;59 904 000;9 394 000;;;24 991 000;13 267 000;3 894 000;;;113 261 000;171 387 000;139 971 000;;;
721;1137847283881;29.07.2013;12;07.03.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;27;15;1;;;Исключение из ЕГРЮЛ недействующего юридического лица (07.03.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";90 239 000;32 451 000;0;;;16 716 000;5 715 000;5 283 000;;;112 089 000;129 102 000;130 709 000;;;87 785 000;28 642 000;;;;
722;1127747031466;10.10.2012;13;07.06.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;102;76;;;;Ликвидировано (07.06.2022).;;908 444 000;837 600 000;2 644 000;;;227 040 000;9 152 000;429 000;;;218 947 000;8 111 000;360 000;;;906 824 000;792 236 000;;;;
723;1184205025388;24.12.2018;6;13.09.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;49;42;31;;;Прекратило деятельность при присоединении (13.09.2023).;"""Реестр операторов, осуществляющих обработку персональных данных""";150 938 000;166 280;96 225 000;;;56 574 000;102 798 000;102 311 000;;;48 958 000;70 012 000;66 821 000;;;149 695 000;157 638 000;94 796 000;;;
724;1133443034031;12.12.2013;11;12.04.2024;12267 - Непубличные акционерные общества;16 - Частная собственность;135;99;1;;;Ликвидировано вследствие банкротства (12.04.2024).;"Рисковый список:
""Юридические лица, в состав исполнительных органов которых входят дисквалифицированные лица""";213 027 000;198 450 000;11 000;;;91 605 000;5 564 000;3 326 000;;;57 954 000;4 482 000;2 326 000;;;202 525 000;197 930 000;;;;
725;1115476103929;05.09.2011;14;21.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;52;27;7;1;1;Прекратило деятельность при присоединении (21.05.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";595 660 000;274 995 000;75 471 000;10 988 000;9 865 000;1 087 810 000;1 082 470 000;1 025 659 000;1 020 571 000;1 016 869 000;108 984 000;84 478 000;21 539 000;21 996 000;18 886 000;587 375 000;218 372 000;65 005 000;8 703 000;7 491 000;-592 000
726;1203100012367;02.07.2020;5;30.06.2022;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;72;143;;;;Прекратило деятельность при присоединении (30.06.2022).;;351 952 000;808 663 000;;;;1 017 610 000;979 923 000;;;;167 429 000;143 972 000;;;;349 787 000;784 651 000;;;;
727;1184704016683;23.10.2018;6;13.02.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;421;82;;;;Ликвидировано (13.02.2023).;;259 935 000;59 749 000;;;;72 769 000;1 292 000;;;;70 846 000;992 000;;;;259 935 000;59 749 000;;;;
728;1175658016764;15.08.2017;8;12.09.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;32;45;41;8;;Ликвидировано (12.09.2024).;"""Реестр перевозчиков зерна""";44 249 000;124 307 000;149 895 000;346 454 000;;49 856 000;202 702 000;635 620 000;18 702 000;;51 703 000;207 384 000;642 834 000;30 365 000;;41 128 000;120 817 000;149 586 000;285 887 000;;
729;1117847234141;06.06.2011;14;13.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;70;36;4;2;1;Прекратило деятельность при присоединении (13.05.2025).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";811 690 000;245 537 000;69 856 000;11 718 000;10 038 000;1 472 305 000;1 454 292 000;1 404 201 000;1 404 163 000;1 407 179 000;140 341 000;66 101 000;3 606 000;266 000;291 000;791 020 000;221 737 000;62 953 000;6 658 000;4 309 000;2 991 000
730;1135047000714;28.01.2013;12;26.01.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;26;23;21;17;;Прекратило деятельность при присоединении (26.01.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";79 594 000;87 669 000;86 566 000;;;53 761 000;50 146 000;50 722 000;;;67 966 000;68 663 000;69 089 000;;;78 047 000;84 502 000;85 510 000;;;
731;1137746222668;15.03.2013;12;05.09.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;27;22;17;15;;Прекратило деятельность при присоединении (05.09.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";90 693 000;107 137 000;91 467 000;72 629 000;;39 220 000;39 780 000;43 270 000;43 105 000;;65 968 000;69 175 000;71 988 000;79 908 000;;88 660 000;103 367 000;89 907 000;71 165 000;;
732;1183850039746;26.12.2018;6;11.06.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;23;23;3;1;;Ликвидировано (11.06.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";129 156 000;155 754 000;16 421 000;;;20 811 000;30 336 000;123 000;;;7 405 000;6 048 000;6 000;;;124 487 000;149 595 000;16 421 000;;;
733;1183850035225;12.11.2018;6;11.06.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;19;19;1;;;Ликвидировано (11.06.2024).;"""Перечень лиц, на которых распространялось действие моратория на банкротство""";115 494 000;127 730 000;7 105 000;;;19 426 000;21 415 000;153 000;;;8 017 000;1 296 000;31 000;;;112 087 000;123 203 000;7 105 000;;;
734;1117847055369;17.02.2011;14;14.05.2024;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;21;18;20;20;;Прекратило деятельность при присоединении (14.05.2024).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Перечень лиц, на которых распространялось действие моратория на банкротство""";290 717 000;433 122 000;369 098 000;395 422 000;;110 973 000;142 202 000;153 512 000;213 144 000;;138 150 000;143 661 000;149 478 000;197 360 000;;274 222 000;409 022 000;357 690 000;385 910 000;;
735;5167746510751;30.12.2016;8;02.08.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;170;204;101;;;Ликвидировано (02.08.2023).;;719 599 000;1 062 439 000;1 062 395 000;;;209 317 000;483 354 000;98 466 000;;;154 925 000;493 669 000;114 088 000;;;705 487 000;968 409 000;971 249 000;;;
736;1134312001537;13.08.2013;12;30.01.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;261;240;65;2;1;Прекратило деятельность при присоединении (30.01.2025).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Участник Хартии АПК""";541 258 000;549 577 000;117 742 000;83 404 000;58 000;396 345 000;262 605 000;142 241 000;4 515 000;2 369 000;159 269 000;172 472 000;136 938 000;24 686 000;24 221 000;513 951 000;519 047 000;66 695 000;;;-1 681 000
737;1153702009636;27.04.2015;10;26.06.2023;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;19;17;5;;;Ликвидировано (26.06.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр аккредитованных организаций, осуществляющих деятельность в области информационных технологий""";86 046 000;111 120 000;12 279 000;0;;26 119 000;32 201 000;826 000;;;178 000;54 000;2 000;;;83 136 000;106 671 000;9 869 000;;;
738;1213600003649;05.02.2021;4;26.05.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;;30;35;10;3;Исключение юридического лица из ЕГРЮЛ в связи с наличием оснований, предусмотренных статьей 21.3 Федерального закона от 08.08.2001 № 129-ФЗ «О государственной регистрации юридических лиц и индивидуальных предпринимателей» (26.05.2025).;;;0;301 000 000;31 330 000;8 590 000;;96 408 000;259 078 000;280 045 000;285 986 000;;96 398 000;775 000;141 000;25 000;;;301 000 000;31 330 000;8 589 000;6 528 000
739;1115040008588;28.07.2011;14;19.04.2023;12267 - Непубличные акционерные общества;16 - Частная собственность;107;97;93;;;Прекратило деятельность при присоединении (19.04.2023).;"""Реестр операторов, осуществляющих обработку персональных данных"", ""Реестр управляющих организаций""";426 927 000;396 615 000;398 649 000;;;339 755 000;338 785 000;333 087 000;;;257 153 000;258 101 000;279 343 000;;;413 532 000;395 256 000;398 013 000;;;
740;1093704000510;29.10.2009;15;19.08.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;46;33;22;19;13;Ликвидировано (19.08.2025).;;47 884 000;87 521 000;27 483 000;21 602 000;81 052 000;243 145 000;181 502 000;160 302 000;146 009 000;5 800 000;244 304 000;132 195 000;123 312 000;65 592 000;2 506 000;42 657 000;83 109 000;14 528 000;15 715 000;26 950 000;-77 123 000
741;1182375033499;23.04.2018;7;24.01.2025;12300 - Общества с ограниченной ответственностью;16 - Частная собственность;10;26;22;23;20;Ликвидировано (24.01.2025).;"""Единый реестр застройщиков""";53 032 000;690 830 000;1 178 098 000;2 822 423 000;;9 314 050 000;16 054 707 000;24 281 687 000;16 717 067 000;;9 291 314 000;16 029 696 000;24 260 741 000;16 172 364 000;;53 005 000;513 847 000;906 077 000;2 476 570 000;;
